Date Created,Tweets
2022-05-01 14:45:01+00:00,"Just as Putin chose to launch this brutal invasion, he could make the choice to end it. 

Russia is the aggressor, and the world must and will hold Russia accountable."
2022-04-30 23:45:00+00:00,"Our party is working to ensure that we can expand our Democratic majorities in the years to come—and we need your help to do it. 

Chip in before the end of the month deadline to help elect Democrats up and down the ballot: 
https://t.co/Ivryo0uc4U"
2022-04-30 22:44:00+00:00,"With the help of the American Rescue Plan, local governments were able to add a record 279,000 new educators in 2021 and nearly 46,000 teaching jobs in the first months of 2022."
2022-04-30 20:14:01+00:00,"Thanks in large part to the American Rescue Plan, last year, Americans applied to start 5.4 million new businesses—20% more than any other year on record.

The American economy is strong because our small businesses are strong."
2022-04-30 19:52:01+00:00,"Twelve years later, Republicans still haven't stopped their attacks on the Affordable Care Act. 

If they have their way, 100 million Americans with preexisting conditions could once again be denied health care coverage by their insurance companies."
2022-04-30 18:18:13+00:00,"The Republican plan led by Senator Rick Scott of Florida would tax half of our small business owners an extra $1,200 a year on average. https://t.co/2kHWJDrxq3"
2022-04-30 16:05:01+00:00,"Through decades of organizing, negotiating, picketing, and protesting, labor unions secured vital workplace protections that union and non-union workers rely on today, and we are working to strengthen both unions and the workplace protections they provide."
2022-04-30 00:54:00+00:00,Not only do Republicans oppose making big corporations pay their fair share—they want middle class families and small business owners to pay more in taxes.
2022-04-29 23:09:00+00:00,"A stronger economy built from the bottom up and the middle out puts greater power in workers' hands to improve their lives, provide for their families, and choose higher quality, higher-paying, and safer jobs."
2022-04-29 21:30:02+00:00,"Democrats are working tirelessly to open doors for more outstanding entrepreneurs.

But the Republican plan led by Senator Rick Scott would tax half of our small business owners an extra $1,200 a year on average."
2022-04-29 17:10:02+00:00,"American workers are beginning to rebuild our nation's roads, bridges, ports, and waterways.

The Bipartisan Infrastructure Law will create new jobs, modernize communities across the country, and open infrastructure jobs to people of all backgrounds."
2022-04-28 22:52:12+00:00,This is not your father’s Republican Party. https://t.co/trUWTISdx5
2022-04-28 17:28:00+00:00,"Ensuring worker safety is a national priority and a moral imperative.

On Workers Memorial Day, we honor and remember those who lost their lives on the job and reaffirm every worker's basic right to a safe and healthy workplace."
2022-04-24 17:06:01+00:00,"Thanks to the Bipartisan Infrastructure Law, we’re going to start replacing 100% of the lead pipes and water lines that go into homes and schools in this country.

Every American, every child, should be able to turn on a faucet and drink water that’s clean."
2022-04-23 22:40:00+00:00,"The unemployment rate for veterans is 2.4%—tied for the lowest rate on record. 

There is still more work to do, but this historic progress is the result of rebuilding America’s economy from the bottom up and the middle out."
2022-04-23 20:30:01+00:00,"Through the Bipartisan Infrastructure Law, we’re investing $25 billion to upgrade and modernize American airports."
2022-04-23 15:17:00+00:00,"The United States will ban Russian-affiliated ships from our ports.

That means no ship that sails under the Russian flag or that is owned or operated by a Russian interest will be allowed to dock in a United States port or access our shores. None."
2022-04-23 01:06:00+00:00,"Thanks to the Bipartisan Infrastructure Law, we’re going to plant 1.2 billion trees across the country to begin the vital work of reforesting America. It makes sense and also makes a big difference in our cities and on our city streets."
2022-04-22 13:55:01+00:00,"On Earth Day, we’re committed to building a future where everyone has clean air to breathe, clean water to drink, and healthy communities to work and live.

By investing in climate resilience and infrastructure, and a clean energy future, we can tackle the climate crisis head-on."
2022-04-22 00:58:00+00:00,"Putin has failed to achieve his grand ambitions on the battlefield.

President Zelenskyy and his democratically elected government remain in power, and Ukrainian armed forces—joined by brave Ukrainian civilians—have thwarted Russia's conquest of their country."
2022-04-21 22:54:00+00:00,"Our unity at home and our unity with allies, partners, and the Ukrainian people is sending an unmistakable message to Putin: He will never succeed in dominating and occupying all of Ukraine. That will not happen."
2022-04-21 18:28:01+00:00,"I’m doing everything I can to bring down prices to address Putin’s Price Hike.  

That’s why I authorized the release of 1 million barrels per day on average for the next six months from our Strategic Petroleum Reserve."
2022-04-20 22:41:00+00:00,"Thanks to the Bipartisan Infrastructure Law, we’re making the most significant investment in modernizing our roads and bridges since the Interstate Highway System was built under President Eisenhower."
2022-04-20 16:08:02+00:00,"Our recovery so far has led to the creation of 7.9 million new jobs—more jobs created over the first 14 months than any president ever. The unemployment rate is at 3.6%, down from 6.4% in January 2021.

We have more work to do, but America is on the move."
2022-04-19 21:40:00+00:00,"While Congressional Republicans are proposing big tax increases on middle-class families, I am fighting for tax cuts for the middle class and to ensure that the super wealthy and large corporations pay their fair share."
2022-04-19 16:30:05+00:00,"The difference couldn’t be clearer:

Under the Congressional Republican Tax Plan, 75 million middle-class families’ taxes will increase an average of almost $1,500 a year.

Under my plan, no one making less than $400,000 will have their taxes raised."
2022-04-15 18:24:01+00:00,"When we build more in America, we increase economic capacity, and ultimately it helps lower everyday prices for families.
https://t.co/hWTyRb4kIL"
2022-04-15 17:09:01+00:00,"From day one, every action I've taken to rebuild our economy has been guided by one principle—made in America. It means using products, parts, and materials built right here in the United States. It means bringing manufacturing jobs back and building supply chains here at home."
